# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for GENES/ENZYMES ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 17 columns to be parsed properly
# do not modify the @ line
# column 'ID' is mandatory, other columns are optional
# external_id / external_link must be filled as pair to be valid
# be consistent with external ids: e.g. if a UNIPROT ID has been provided as external_id1 for gene #1, you must provide a UNIPROT ID as external_id1 for gene #2 as well
# follow the max size limits
#
# columns description:
# column name        | max size | description
# ---------------------------------------------
# name               | 255      | primary name of the gene
# name_link          | 255      | ID URL, if the model ID is from an external database
# alt_name1          | 255      | long name or full name of the gene
# alt_name2          | 255      | another commonly use name or protein name
# aliases            | 2000     | list of aliases, semi-colon separated values
# external_id1       | 50       | the identifier (only) in a external database or model
# external_link1     | 255      | full URL to associate with the ‘external_id1’ column
# external_id2       | 50       | the identifier (only) in a external database or model
# external_link2     | 255      | full URL to associate with the ‘external_id2’ column
# external_id3       | 50       | the identifier (only) in a external database  or model
# external_link3     | 255      | full URL to associate with the ‘external_id3’ column
# external_id4       | 50       | the identifier (only) in a external database  or model
# external_link4     | 255      | full URL to associate with the ‘external_id4’ column
# function           | 3000     | some text about the function, can describe multiple functions
# ec                 | 255      | EC code, semi-colon separated values
# catalytic_activity | 2000     | some text about the catalytic activity
#
# In this line specify the name of external databases used for name_link and external_id columns:		[name_link]				[external_id1]		[external_id2]		[external_id3]		[external_id4]			
# e.g. replace [external_id2] with "UNIPROT" if the 'external_id2' column contains UNIPROT IDs and the 'external_link2' column UNIPROT links.
#
@ID	name	name_link	alt_name1	alt_name2	aliases	external_id1	external_link1	external_id2	external_link2	external_id3	external_link3	external_id4	external_link4	function	ec	catalytic_activity
ENSG00000003987	MTMR7	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000003987				ENSG00000003987	https://www.proteinatlas.org/ENSG00000003987/cell									
ENSG00000003989	SLC7A2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000003989				ENSG00000003989	https://www.proteinatlas.org/ENSG00000003989/cell									
ENSG00000004455	AK2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004455				ENSG00000004455	https://www.proteinatlas.org/ENSG00000004455/cell									
ENSG00000004468	CD38	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004468				ENSG00000004468	https://www.proteinatlas.org/ENSG00000004468/cell									
ENSG00000004478	FKBP4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004478				ENSG00000004478	https://www.proteinatlas.org/ENSG00000004478/cell									
ENSG00000004660	CAMKK1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004660				ENSG00000004660	https://www.proteinatlas.org/ENSG00000004660/cell									
ENSG00000004779	NDUFAB1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004779				ENSG00000004779	https://www.proteinatlas.org/ENSG00000004779/cell									
ENSG00000004799	PDK4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004799				ENSG00000004799	https://www.proteinatlas.org/ENSG00000004799/cell									
ENSG00000004809	SLC22A16	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004809				ENSG00000004809	https://www.proteinatlas.org/ENSG00000004809/cell									
ENSG00000004864	SLC25A13	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004864				ENSG00000004864	https://www.proteinatlas.org/ENSG00000004864/cell									
ENSG00000004939	SLC4A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004939				ENSG00000004939	https://www.proteinatlas.org/ENSG00000004939/cell									
ENSG00000004961	HCCS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000004961				ENSG00000004961	https://www.proteinatlas.org/ENSG00000004961/cell									
ENSG00000005022	SLC25A5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005022				ENSG00000005022	https://www.proteinatlas.org/ENSG00000005022/cell									
ENSG00000005075	POLR2J	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005075				ENSG00000005075	https://www.proteinatlas.org/ENSG00000005075/cell									
ENSG00000005187	ACSM3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005187				ENSG00000005187	https://www.proteinatlas.org/ENSG00000005187/cell									
ENSG00000005249	PRKAR2B	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005249				ENSG00000005249	https://www.proteinatlas.org/ENSG00000005249/cell									
ENSG00000005339	CREBBP	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005339				ENSG00000005339	https://www.proteinatlas.org/ENSG00000005339/cell									
ENSG00000005381	MPO	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005381				ENSG00000005381	https://www.proteinatlas.org/ENSG00000005381/cell									
ENSG00000005421	PON1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005421				ENSG00000005421	https://www.proteinatlas.org/ENSG00000005421/cell									
ENSG00000005469	CROT	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005469				ENSG00000005469	https://www.proteinatlas.org/ENSG00000005469/cell									
ENSG00000005471	ABCB4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005471				ENSG00000005471	https://www.proteinatlas.org/ENSG00000005471/cell									
ENSG00000005483	KMT2E	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005483				ENSG00000005483	https://www.proteinatlas.org/ENSG00000005483/cell									
ENSG00000005810	MYCBP2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005810				ENSG00000005810	https://www.proteinatlas.org/ENSG00000005810/cell									
ENSG00000005882	PDK2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000005882				ENSG00000005882	https://www.proteinatlas.org/ENSG00000005882/cell									
ENSG00000006007	GDE1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006007				ENSG00000006007	https://www.proteinatlas.org/ENSG00000006007/cell									
ENSG00000006062	MAP3K14	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006062				ENSG00000006062	https://www.proteinatlas.org/ENSG00000006062/cell									
ENSG00000006071	ABCC8	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006071				ENSG00000006071	https://www.proteinatlas.org/ENSG00000006071/cell									
ENSG00000006432	MAP3K9	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006432				ENSG00000006432	https://www.proteinatlas.org/ENSG00000006432/cell									
ENSG00000006530	AGK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006530				ENSG00000006530	https://www.proteinatlas.org/ENSG00000006530/cell									
ENSG00000006534	ALDH3B1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006534				ENSG00000006534	https://www.proteinatlas.org/ENSG00000006534/cell									
ENSG00000006625	GGCT	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006625				ENSG00000006625	https://www.proteinatlas.org/ENSG00000006625/cell									
ENSG00000006695	COX10	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006695				ENSG00000006695	https://www.proteinatlas.org/ENSG00000006695/cell									
ENSG00000006756	ARSD	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006756				ENSG00000006756	https://www.proteinatlas.org/ENSG00000006756/cell									
ENSG00000006757	PNPLA4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006757				ENSG00000006757	https://www.proteinatlas.org/ENSG00000006757/cell									
ENSG00000006837	CDKL3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000006837				ENSG00000006837	https://www.proteinatlas.org/ENSG00000006837/cell									
ENSG00000007001	UPP2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007001				ENSG00000007001	https://www.proteinatlas.org/ENSG00000007001/cell									
ENSG00000007047	MARK4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007047				ENSG00000007047	https://www.proteinatlas.org/ENSG00000007047/cell									
ENSG00000007168	PAFAH1B1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007168				ENSG00000007168	https://www.proteinatlas.org/ENSG00000007168/cell									
ENSG00000007171	NOS2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007171				ENSG00000007171	https://www.proteinatlas.org/ENSG00000007171/cell									
ENSG00000007216	SLC13A2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007216				ENSG00000007216	https://www.proteinatlas.org/ENSG00000007216/cell									
ENSG00000007264	MATK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007264				ENSG00000007264	https://www.proteinatlas.org/ENSG00000007264/cell									
ENSG00000007350	TKTL1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007350				ENSG00000007350	https://www.proteinatlas.org/ENSG00000007350/cell									
ENSG00000007541	PIGQ	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007541				ENSG00000007541	https://www.proteinatlas.org/ENSG00000007541/cell									
ENSG00000007933	FMO3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007933				ENSG00000007933	https://www.proteinatlas.org/ENSG00000007933/cell									
ENSG00000007944	MYLIP	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000007944				ENSG00000007944	https://www.proteinatlas.org/ENSG00000007944/cell									
ENSG00000008086	CDKL5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008086				ENSG00000008086	https://www.proteinatlas.org/ENSG00000008086/cell									
ENSG00000008118	CAMK1G	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008118				ENSG00000008118	https://www.proteinatlas.org/ENSG00000008118/cell									
ENSG00000008128	CDK11A	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008128				ENSG00000008128	https://www.proteinatlas.org/ENSG00000008128/cell									
ENSG00000008130	NADK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008130				ENSG00000008130	https://www.proteinatlas.org/ENSG00000008130/cell									
ENSG00000008300	CELSR3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008300				ENSG00000008300	https://www.proteinatlas.org/ENSG00000008300/cell									
ENSG00000008311	AASS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008311				ENSG00000008311	https://www.proteinatlas.org/ENSG00000008311/cell									
ENSG00000008394	MGST1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008394				ENSG00000008394	https://www.proteinatlas.org/ENSG00000008394/cell									
ENSG00000008438	PGLYRP1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008438				ENSG00000008438	https://www.proteinatlas.org/ENSG00000008438/cell									
ENSG00000008513	ST3GAL1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008513				ENSG00000008513	https://www.proteinatlas.org/ENSG00000008513/cell									
ENSG00000009335	UBE3C	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000009335				ENSG00000009335	https://www.proteinatlas.org/ENSG00000009335/cell									
ENSG00000009413	REV3L	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000009413				ENSG00000009413	https://www.proteinatlas.org/ENSG00000009413/cell									
ENSG00000009830	POMT2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000009830				ENSG00000009830	https://www.proteinatlas.org/ENSG00000009830/cell									
ENSG00000010165	EEF1AKNMT	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000010165				ENSG00000010165	https://www.proteinatlas.org/ENSG00000010165/cell									
ENSG00000010219	DYRK4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000010219				ENSG00000010219	https://www.proteinatlas.org/ENSG00000010219/cell									
ENSG00000010256	UQCRC1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000010256				ENSG00000010256	https://www.proteinatlas.org/ENSG00000010256/cell									
ENSG00000010379	SLC6A13	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000010379				ENSG00000010379	https://www.proteinatlas.org/ENSG00000010379/cell									
ENSG00000010404	IDS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000010404				ENSG00000010404	https://www.proteinatlas.org/ENSG00000010404/cell									
ENSG00000010671	BTK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000010671				ENSG00000010671	https://www.proteinatlas.org/ENSG00000010671/cell									
ENSG00000010810	FYN	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000010810				ENSG00000010810	https://www.proteinatlas.org/ENSG00000010810/cell									
ENSG00000010932	FMO1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000010932				ENSG00000010932	https://www.proteinatlas.org/ENSG00000010932/cell									
ENSG00000011009	LYPLA2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000011009				ENSG00000011009	https://www.proteinatlas.org/ENSG00000011009/cell									
ENSG00000011052	NME1-NME2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000011052				ENSG00000011052	https://www.proteinatlas.org/ENSG00000011052/cell									
ENSG00000011083	SLC6A7	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000011083				ENSG00000011083	https://www.proteinatlas.org/ENSG00000011083/cell									
ENSG00000011198	ABHD5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000011198				ENSG00000011198	https://www.proteinatlas.org/ENSG00000011198/cell									
ENSG00000011275	RNF216	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000011275				ENSG00000011275	https://www.proteinatlas.org/ENSG00000011275/cell									
ENSG00000011405	PIK3C2A	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000011405				ENSG00000011405	https://www.proteinatlas.org/ENSG00000011405/cell									
ENSG00000011485	PPP5C	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000011485				ENSG00000011485	https://www.proteinatlas.org/ENSG00000011485/cell									
ENSG00000011566	MAP4K3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000011566				ENSG00000011566	https://www.proteinatlas.org/ENSG00000011566/cell									
ENSG00000012232	EXTL3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000012232				ENSG00000012232	https://www.proteinatlas.org/ENSG00000012232/cell									
ENSG00000012660	ELOVL5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000012660				ENSG00000012660	https://www.proteinatlas.org/ENSG00000012660/cell									
ENSG00000012779	ALOX5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000012779				ENSG00000012779	https://www.proteinatlas.org/ENSG00000012779/cell									
ENSG00000012963	UBR7	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000012963				ENSG00000012963	https://www.proteinatlas.org/ENSG00000012963/cell									
ENSG00000012983	MAP4K5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000012983				ENSG00000012983	https://www.proteinatlas.org/ENSG00000012983/cell									
ENSG00000013288	MAN2B2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000013288				ENSG00000013288	https://www.proteinatlas.org/ENSG00000013288/cell									
ENSG00000013375	PGM3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000013375				ENSG00000013375	https://www.proteinatlas.org/ENSG00000013375/cell									
ENSG00000013392	RWDD2A	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000013392				ENSG00000013392	https://www.proteinatlas.org/ENSG00000013392/cell									
ENSG00000013441	CLK1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000013441				ENSG00000013441	https://www.proteinatlas.org/ENSG00000013441/cell									
ENSG00000013503	POLR3B	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000013503				ENSG00000013503	https://www.proteinatlas.org/ENSG00000013503/cell									
ENSG00000013561	RNF14	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000013561				ENSG00000013561	https://www.proteinatlas.org/ENSG00000013561/cell									
ENSG00000014138	POLA2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000014138				ENSG00000014138	https://www.proteinatlas.org/ENSG00000014138/cell									
ENSG00000014257	ACPP	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000014257				ENSG00000014257	https://www.proteinatlas.org/ENSG00000014257/cell									
ENSG00000014641	MDH1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000014641				ENSG00000014641	https://www.proteinatlas.org/ENSG00000014641/cell									
ENSG00000014919	COX15	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000014919				ENSG00000014919	https://www.proteinatlas.org/ENSG00000014919/cell									
ENSG00000015413	DPEP1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000015413				ENSG00000015413	https://www.proteinatlas.org/ENSG00000015413/cell									
ENSG00000015520	NPC1L1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000015520				ENSG00000015520	https://www.proteinatlas.org/ENSG00000015520/cell									
ENSG00000015532	XYLT2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000015532				ENSG00000015532	https://www.proteinatlas.org/ENSG00000015532/cell									
ENSG00000016391	CHDH	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000016391				ENSG00000016391	https://www.proteinatlas.org/ENSG00000016391/cell									
ENSG00000016864	GLT8D1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000016864				ENSG00000016864	https://www.proteinatlas.org/ENSG00000016864/cell									
ENSG00000017260	ATP2C1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000017260				ENSG00000017260	https://www.proteinatlas.org/ENSG00000017260/cell									
ENSG00000017483	SLC38A5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000017483				ENSG00000017483	https://www.proteinatlas.org/ENSG00000017483/cell									
ENSG00000017797	RALBP1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000017797				ENSG00000017797	https://www.proteinatlas.org/ENSG00000017797/cell									
ENSG00000018280	SLC11A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000018280				ENSG00000018280	https://www.proteinatlas.org/ENSG00000018280/cell									
ENSG00000018510	AGPS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000018510				ENSG00000018510	https://www.proteinatlas.org/ENSG00000018510/cell									
ENSG00000018625	ATP1A2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000018625				ENSG00000018625	https://www.proteinatlas.org/ENSG00000018625/cell									
ENSG00000019186	CYP24A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000019186				ENSG00000019186	https://www.proteinatlas.org/ENSG00000019186/cell									
ENSG00000021461	CYP3A43	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000021461				ENSG00000021461	https://www.proteinatlas.org/ENSG00000021461/cell									
ENSG00000021488	SLC7A9	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000021488				ENSG00000021488	https://www.proteinatlas.org/ENSG00000021488/cell									
ENSG00000021826	CPS1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000021826				ENSG00000021826	https://www.proteinatlas.org/ENSG00000021826/cell									
ENSG00000023041	ZDHHC6	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000023041				ENSG00000023041	https://www.proteinatlas.org/ENSG00000023041/cell									
ENSG00000023228	NDUFS1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000023228				ENSG00000023228	https://www.proteinatlas.org/ENSG00000023228/cell									
ENSG00000023330	ALAS1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000023330				ENSG00000023330	https://www.proteinatlas.org/ENSG00000023330/cell									
ENSG00000023572	GLRX2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000023572				ENSG00000023572	https://www.proteinatlas.org/ENSG00000023572/cell									
ENSG00000023697	DERA	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000023697				ENSG00000023697	https://www.proteinatlas.org/ENSG00000023697/cell									
ENSG00000023839	ABCC2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000023839				ENSG00000023839	https://www.proteinatlas.org/ENSG00000023839/cell									
ENSG00000023909	GCLM	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000023909				ENSG00000023909	https://www.proteinatlas.org/ENSG00000023909/cell									
ENSG00000024048	UBR2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000024048				ENSG00000024048	https://www.proteinatlas.org/ENSG00000024048/cell									
ENSG00000025423	HSD17B6	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000025423				ENSG00000025423	https://www.proteinatlas.org/ENSG00000025423/cell									
ENSG00000025708	TYMP	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000025708				ENSG00000025708	https://www.proteinatlas.org/ENSG00000025708/cell									
ENSG00000025800	KPNA6	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000025800				ENSG00000025800	https://www.proteinatlas.org/ENSG00000025800/cell									
ENSG00000026103	FAS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000026103				ENSG00000026103	https://www.proteinatlas.org/ENSG00000026103/cell									
ENSG00000026652	AGPAT4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000026652				ENSG00000026652	https://www.proteinatlas.org/ENSG00000026652/cell									
ENSG00000027075	PRKCH	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000027075				ENSG00000027075	https://www.proteinatlas.org/ENSG00000027075/cell									
ENSG00000027644	INSRR	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000027644				ENSG00000027644	https://www.proteinatlas.org/ENSG00000027644/cell									
ENSG00000027847	B4GALT7	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000027847				ENSG00000027847	https://www.proteinatlas.org/ENSG00000027847/cell									
ENSG00000028116	VRK2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000028116				ENSG00000028116	https://www.proteinatlas.org/ENSG00000028116/cell									
ENSG00000029639	TFB1M	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000029639				ENSG00000029639	https://www.proteinatlas.org/ENSG00000029639/cell									
ENSG00000030066	NUP160	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000030066				ENSG00000030066	https://www.proteinatlas.org/ENSG00000030066/cell									
ENSG00000030304	MUSK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000030304				ENSG00000030304	https://www.proteinatlas.org/ENSG00000030304/cell									
ENSG00000031698	SARS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000031698				ENSG00000031698	https://www.proteinatlas.org/ENSG00000031698/cell									
ENSG00000032444	PNPLA6	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000032444				ENSG00000032444	https://www.proteinatlas.org/ENSG00000032444/cell									
ENSG00000033011	ALG1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000033011				ENSG00000033011	https://www.proteinatlas.org/ENSG00000033011/cell									
